,Unnamed: 0,Measured Depth m,Weight on Bit kkgf,Average Standpipe Pressure kPa,Average Surface Torque kN.m,Rate of Penetration m/h,Average Rotary Speed rpm,Mud Flow In L/min,Mud Density In g/cm3,Diameter mm,Average Hookload kkgf,Hole Depth (TVD) m,USROP Gamma gAPI
1260,1260,367.479,4.140047784,14555.99976,3.570000172,63.63000106,212,4426.5,1.029999991,444.5,96.85264947,367.4687088,82.645
1261,1261,367.567,4.140047784,14555.99976,3.570000172,63.63000106,212,4426.5,1.029999991,444.5,96.85264947,367.5546624,82.645
1262,1262,367.589,4.140047784,14555.99976,3.570000172,63.63000106,212,4426.5,1.029999991,444.5,96.85264947,367.5772176,79.745
1263,1263,367.653,4.140047784,14555.99976,3.570000172,63.63000106,212,4426.5,1.029999991,444.5,96.85264947,367.6418352,79.745
1264,1264,367.735,4.140047784,14555.99976,3.570000172,63.63000106,212,4426.5,1.029999991,444.5,96.85264947,367.724436,79.745
1265,1265,367.741,4.140047784,14555.99976,3.570000172,63.63000106,212,4426.5,1.029999991,444.5,96.85264947,367.7296176,79.745
1266,1266,367.823,4.140047784,14555.99976,3.570000172,63.63000106,212,4426.5,1.029999991,444.5,96.85264947,367.8116088,79.745
1267,1267,367.894,4.140047784,14555.99976,3.570000172,63.63000106,212,4426.5,1.029999991,444.5,96.85264947,367.8820176,84.578
1268,1268,367.906,4.140047784,14555.99976,3.570000172,63.63000106,212,4426.5,1.029999991,444.5,96.85264947,367.8954288,84.578
1269,1269,367.991,4.140047784,14555.99976,3.570000172,63.63000106,212,4426.5,1.029999991,444.5,96.85264947,367.9807728,84.578
1270,1270,368,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.0299989,84.578
1271,1271,368.046,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.0344176,84.578
1272,1272,368.076,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.0645928,84.578
1273,1273,368.162,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.151156,84.578
1274,1274,368.198,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.1868176,84.578
1275,1275,368.25,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.2389384,84.578
1276,1276,368.336,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.3245872,84.578
1277,1277,368.351,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.3392176,82.161
1278,1278,368.421,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.408712,82.161
1279,1279,368.503,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.4916176,82.161
1280,1280,368.515,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.504724,82.161
1281,1281,368.595,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.5818384,82.161
1282,1282,368.656,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.6440176,91.827
1283,1283,368.68,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.6687064,91.827
1284,1284,368.768,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.756184,91.827
1285,1285,368.808,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.7964176,91.827
1286,1286,368.857,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.8448808,91.827
1287,1287,368.948,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.9363208,91.827
1288,1288,368.96,4.598920423,14528.99933,3.730000248,62.81000128,212,4426.509766,1.029999991,444.5,96.40397177,368.9488176,91.827
1289,1289,369,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.0299986,91.827
1290,1290,369.034,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.0219696,91.827
1291,1291,369.113,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.1012176,86.994
1292,1292,369.116,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.1039608,86.994
1293,1293,369.198,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.1853424,86.994
1294,1294,369.265,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.2536176,86.994
1295,1295,369.28,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.2700768,86.994
1296,1296,369.418,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.4060176,91.827
1297,1297,369.451,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.4386312,91.827
1298,1298,369.533,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.5221464,91.827
1299,1299,369.57,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.5584176,91.827
1300,1300,369.616,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.6041376,91.827
1301,1301,369.698,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.687348,91.827
1302,1302,369.722,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.7108176,96.66
1303,1303,369.777,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.7659864,96.66
1304,1304,369.86,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.8467584,96.66
1305,1305,369.875,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.8632176,96.66
1306,1306,369.933,4.109456607,12313.99994,3.810000286,62.75999823,202,4029.959961,1.029999991,444.5,96.89343105,369.922044,96.66
1307,1307,370,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.0100099,96.66
1308,1308,370.015,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.0034256,96.66
1309,1309,370.027,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.0156176,96.66
1310,1310,370.094,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.0838928,96.66
1311,1311,370.174,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.1610072,96.66
1312,1312,370.18,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.1759424,94.244
1313,1313,370.25,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.2381216,94.244
1314,1314,370.326,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.315236,94.244
1315,1315,370.332,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.3283424,94.244
1316,1316,370.402,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.3908264,94.244
1317,1317,370.481,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.4697696,94.244
1318,1318,370.484,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.4807424,94.244
1319,1319,370.558,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.5471888,94.244
1320,1320,370.637,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.6331424,89.411
1321,1321,370.71,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.6998936,89.411
1322,1322,370.789,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.7855424,89.411
1323,1323,370.862,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.8492456,89.411
1324,1324,370.939,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.927884,89.411
1325,1325,370.942,5.067989364,9433.000186,4.139999596,60.58000188,182,3434.830076,1.029999991,444.5,95.93490328,370.9300176,89.411
1326,1326,371,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.0199891,89.411
1327,1327,371.015,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.0028648,89.411
1328,1328,371.088,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.0769312,89.411
1329,1329,371.094,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.0903424,91.827
1330,1330,371.161,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.1500832,91.827
1331,1331,371.237,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.2241496,91.827
1332,1332,371.246,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.2427424,91.827
1333,1333,371.31,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.2991304,91.827
1334,1334,371.384,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.3722824,91.827
1335,1335,371.399,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.3951424,89.411
1336,1336,371.457,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.4463488,89.411
1337,1337,371.533,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.5213296,89.411
1338,1338,371.551,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.5475424,89.411
1339,1339,371.606,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.5941768,89.411
1340,1340,371.679,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.668548,89.411
1341,1341,371.704,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.6999424,89.411
1342,1342,371.752,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.7407856,89.411
1343,1343,371.829,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.8169856,89.411
1344,1344,371.856,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.8523424,94.244
1345,1345,371.905,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.8919664,94.244
1346,1346,371.981,5.363707549,10072.00012,4.58999964,54.79000096,183,3434.409911,1.029999991,444.5,95.62898517,371.9690808,94.244
1347,1347,371.999,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.0199891,94.244
1348,1348,372.008,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.0047424,94.244
1349,1349,372.057,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.0465,94.244
1350,1350,372.133,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.1208712,94.244
1351,1351,372.161,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.1492176,94.244
1352,1352,372.213,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.2022528,94.244
1353,1353,372.292,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.2790624,94.244
1354,1354,372.313,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.3095424,91.827
1355,1355,372.371,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.3592248,91.827
1356,1356,372.45,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.4393872,91.827
1357,1357,372.466,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.4619424,91.827
1358,1358,372.539,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.5259504,91.827
1359,1359,372.609,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.5972736,91.827
1360,1360,372.618,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.6064176,91.827
1361,1361,372.685,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.6746928,91.827
1362,1362,372.764,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.7527216,91.827
1363,1363,372.77,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.7667424,94.244
1364,1364,372.841,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.8280072,94.244
1365,1365,372.917,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.9042072,94.244
1366,1366,372.923,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.9191424,94.244
1367,1367,372.99,6.006128155,12109.99985,4.500000445,52.86000066,194,3846.840087,1.029999991,444.5,94.99676631,372.9785784,94.244
1368,1368,372.999,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.0199891,94.244
1369,1369,373.072,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.0605696,94.244
1370,1370,373.075,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.0715424,94.244
1371,1371,373.148,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.1379888,94.244
1372,1372,373.228,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.2239424,94.244
1373,1373,373.304,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.291608,94.244
1374,1374,373.377,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.3638456,94.244
1375,1375,373.38,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.3763424,94.244
1376,1376,373.456,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.4461416,94.244
1377,1377,373.532,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.5287424,94.244
1378,1378,373.538,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.5256944,94.244
1379,1379,373.615,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.6031136,94.244
1380,1380,373.685,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.6811424,94.244
1381,1381,373.691,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.6793136,94.244
1382,1382,373.77,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.7582568,94.244
1383,1383,373.837,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.8256176,94.244
1384,1384,373.846,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.8353712,94.244
1385,1385,373.929,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.9158384,94.244
1386,1386,373.99,4.140047784,14675,3.849999628,55.25999829,212,4425.779784,1.029999991,444.5,96.86284078,373.9859424,89.411
1387,1387,373.999,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.0299988,89.411
1388,1388,374.005,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,373.9923432,89.411
1389,1389,374.081,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.0706768,89.411
1390,1390,374.142,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.1383424,89.411
1391,1391,374.157,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.1456576,89.411
1392,1392,374.236,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.2239912,89.411
1393,1393,374.294,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.2907424,91.827
1394,1394,374.313,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.3008008,91.827
1395,1395,374.389,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.3757816,91.827
1396,1396,374.447,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.4431424,91.827
1397,1397,374.468,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.4577728,91.827
1398,1398,374.547,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.5370208,91.827
1399,1399,374.599,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.5955424,91.827
1400,1400,374.63,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.6180976,91.827
1401,1401,374.706,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.6939928,91.827
1402,1402,374.752,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.7479424,84.578
1403,1403,374.782,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.7711072,84.578
1404,1404,374.864,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.8515744,84.578
1405,1405,374.904,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.9003424,84.578
1406,1406,374.941,3.93610449,14611.99951,4.100000255,54.59000004,212,4426.350098,1.029999991,444.5,97.06678861,374.928384,84.578
1407,1407,374.998,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.0199889,84.578
1408,1408,375.017,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.006108,84.578
1409,1409,375.056,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.0527424,86.994
1410,1410,375.093,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.0813936,86.994
1411,1411,375.169,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.1582032,86.994
1412,1412,375.209,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.2051424,86.994
1413,1413,375.242,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.2319648,86.994
1414,1414,375.319,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.3066408,86.994
1415,1415,375.361,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.3575424,89.411
1416,1416,375.395,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.3822312,89.411
1417,1417,375.468,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.4547736,89.411
1418,1418,375.514,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.5099424,89.411
1419,1419,375.544,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.5328024,89.411
1420,1420,375.62,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.6074784,89.411
1421,1421,375.666,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.6623424,89.411
1422,1422,375.693,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.6803256,89.411
1423,1423,375.77,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.7580496,89.411
1424,1424,375.818,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.8147424,84.578
1425,1425,375.843,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.8318112,84.578
1426,1426,375.919,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.908316,84.578
1427,1427,375.971,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.9671424,84.578
1428,1428,375.995,5.057792608,14619.99969,4.440000078,55.47999958,212,4426.080077,1.029999991,444.5,95.93490328,375.9826872,84.578
1429,1429,376.001,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.0100098,84.578
1430,1430,376.077,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.0643736,84.578
1431,1431,376.123,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.1195424,84.578
1432,1432,376.16,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.1478888,84.578
1433,1433,376.239,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.226832,84.578
1434,1434,376.276,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.2719424,84.578
1435,1435,376.315,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.304556,84.578
1436,1436,376.394,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.3834992,84.578
1437,1437,376.428,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.4161128,84.578
1438,1438,376.483,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.4703672,84.578
1439,1439,376.565,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.5541872,84.578
1440,1440,376.58,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.5767424,82.161
1441,1441,376.651,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.6395312,82.161
1442,1442,376.733,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.7291424,82.161
1443,1443,376.736,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.7227416,82.161
1444,1444,376.821,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.8086952,82.161
1445,1445,376.885,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.8815424,86.994
1446,1446,376.907,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.8952584,86.994
1447,1447,376.989,3.99728775,14588.00049,4.249999818,53.95999917,212,4425.640136,1.029999991,444.5,96.99540905,376.9784688,86.994
1448,1448,377.001,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.019989,86.994
1449,1449,377.038,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.0339424,86.994
1450,1450,377.077,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.065032,86.994
1451,1451,377.163,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.1519,86.994
1452,1452,377.19,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.1863424,86.994
1453,1453,377.251,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.2396824,86.994
1454,1454,377.336,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.3253312,86.994
1455,1455,377.342,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.3387424,82.161
1456,1456,377.422,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.41098,82.161
1457,1457,377.495,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.4911424,82.161
1458,1458,377.513,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.500896,82.161
1459,1459,377.595,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.5841064,82.161
1460,1460,377.647,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.6435424,82.161
1461,1461,377.69,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.6785944,82.161
1462,1462,377.766,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.755404,82.161
1463,1463,377.8,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.7959424,96.66
1464,1464,377.854,4.119653364,14508.00019,3.780000103,59.15999994,212,4425.549805,1.029999991,444.5,96.88323974,377.8416624,96.66
